region,total_suspects_2018,foreign_suspects_2018,f_crime_2018,total_suspects_2017,foreign_suspects_2017,f_crime_2017,total_suspects_2016,foreign_suspects_2016,f_crime_2016,total_suspects_2015,foreign_suspects_2015,f_crime_2015,total_suspects_2014,foreign_suspects_2014,f_crime_2014,total_suspects_2013,foreign_suspects_2013,f_crime_2013,total_suspects_2012,foreign_suspects_2012,f_crime_2012
12066.0,128,25,19.5,134,19,14.2,133.0,26.0,19.5,158.0,29.0,18.4,185.0,42.0,22.7,163.0,25.0,15.3,171.0,22.0,12.9
12067.0,203,78,38.4,242,100,41.3,187.0,72.0,38.5,202.0,62.0,30.7,240.0,98.0,40.8,155.0,38.0,24.5,169.0,34.0,20.1
12068.0,200,49,24.5,219,44,20.1,213.0,41.0,19.2,176.0,27.0,15.3,197.0,28.0,14.2,215.0,31.0,14.4,215.0,25.0,11.6
12069.0,195,66,33.8,269,122,45.4,227.0,102.0,44.9,192.0,60.0,31.3,194.0,66.0,34.0,196.0,43.0,21.9,234.0,54.0,23.1
12070.0,123,23,18.7,168,40,23.8,96.0,16.0,16.7,101.0,8.0,7.9,140.0,17.0,12.1,115.0,10.0,8.7,111.0,5.0,4.5
12071.0,131,29,22.1,146,46,31.5,212.0,59.0,27.8,166.0,60.0,36.1,191.0,75.0,39.3,144.0,43.0,29.9,158.0,44.0,27.8
12072.0,298,109,36.6,295,106,35.9,240.0,81.0,33.8,247.0,76.0,30.8,236.0,64.0,27.1,213.0,48.0,22.5,197.0,35.0,17.8
12073.0,203,50,24.6,198,47,23.7,206.0,61.0,29.6,184.0,56.0,30.4,216.0,61.0,28.2,224.0,40.0,17.9,234.0,50.0,21.4
13003.0,366,84,23.0,381,82,21.5,319.0,57.0,17.9,320.0,62.0,19.4,317.0,55.0,17.4,313.0,38.0,12.1,301.0,52.0,17.3
13004.0,502,192,38.2,347,118,34.0,226.0,91.0,40.3,200.0,30.0,15.0,148.0,21.0,14.2,171.0,16.0,9.4,262.0,21.0,8.0
13071.0,320,56,17.5,374,62,16.6,340.0,46.0,13.5,314.0,30.0,9.6,366.0,53.0,14.5,335.0,48.0,14.3,399.0,34.0,8.5
13072.0,208,44,21.2,235,33,14.0,265.0,29.0,10.9,277.0,29.0,10.5,310.0,36.0,11.6,278.0,30.0,10.8,342.0,28.0,8.2
13073.0,376,58,15.4,393,64,16.3,397.0,63.0,15.9,350.0,47.0,13.4,379.0,48.0,12.7,393.0,26.0,6.6,405.0,49.0,12.1
13074.0,207,27,13.0,198,25,12.6,211.0,19.0,9.0,187.0,26.0,13.9,188.0,17.0,9.0,164.0,16.0,9.8,167.0,3.0,1.8
13075.0,334,59,17.7,332,58,17.5,402.0,85.0,21.1,393.0,94.0,23.9,439.0,81.0,18.5,389.0,66.0,17.0,434.0,81.0,18.7
13076.0,246,69,28.0,271,66,24.4,242.0,43.0,17.8,271.0,47.0,17.3,249.0,35.0,14.1,243.0,37.0,15.2,298.0,30.0,10.1
14511.0,404,129,31.9,394,112,28.4,441.0,144.0,32.7,420.0,147.0,35.0,451.0,141.0,31.3,466.0,103.0,22.1,434.0,74.0,17.1
14521.0,239,62,25.9,311,78,25.1,290.0,74.0,25.5,282.0,59.0,20.9,319.0,52.0,16.3,290.0,37.0,12.8,334.0,24.0,7.2
14522.0,311,52,16.7,294,68,23.1,286.0,81.0,28.3,303.0,80.0,26.4,339.0,49.0,14.5,338.0,33.0,9.8,372.0,36.0,9.7
14523.0,236,69,29.2,262,58,22.1,254.0,72.0,28.3,223.0,39.0,17.5,238.0,26.0,10.9,273.0,27.0,9.9,238.0,28.0,11.8
14524.0,287,57,19.9,269,59,21.9,285.0,61.0,21.4,331.0,53.0,16.0,321.0,69.0,21.5,341.0,40.0,11.7,349.0,29.0,8.3
14612.0,1009,402,39.8,1104,374,33.9,1072.0,395.0,36.8,1100.0,298.0,27.1,1192.0,251.0,21.1,1323.0,201.0,15.2,1074.0,168.0,15.6
14625.0,398,113,28.4,377,94,24.9,322.0,69.0,21.4,320.0,68.0,21.3,348.0,61.0,17.5,415.0,51.0,12.3,479.0,74.0,15.4
14626.0,479,187,39.0,489,180,36.8,554.0,225.0,40.6,540.0,221.0,40.9,559.0,161.0,28.8,555.0,157.0,28.3,662.0,187.0,28.2
14627.0,274,64,23.4,333,77,23.1,237.0,59.0,24.9,279.0,53.0,19.0,353.0,49.0,13.9,343.0,33.0,9.6,460.0,57.0,12.4
14628.0,268,81,30.2,302,69,22.8,255.0,79.0,31.0,366.0,105.0,28.7,314.0,62.0,19.7,380.0,95.0,25.0,498.0,78.0,15.7
14713.0,931,306,32.9,1054,347,32.9,1214.0,398.0,32.8,1058.0,245.0,23.2,1148.0,226.0,19.7,1102.0,184.0,16.7,1254.0,201.0,16.0
14729.0,270,49,18.1,297,64,21.5,325.0,60.0,18.5,322.0,61.0,18.9,345.0,61.0,17.7,324.0,20.0,6.2,381.0,33.0,8.7
14730.0,254,70,27.6,233,58,24.9,235.0,40.0,17.0,219.0,45.0,20.5,220.0,28.0,12.7,190.0,18.0,9.5,234.0,20.0,8.5
15001.0,189,48,25.4,207,38,18.4,244.0,51.0,20.9,221.0,19.0,8.6,258.0,21.0,8.1,258.0,22.0,8.5,285.0,36.0,12.6
15002.0,672,207,30.8,640,184,28.8,681.0,201.0,29.5,801.0,197.0,24.6,667.0,119.0,17.8,642.0,91.0,14.2,629.0,65.0,10.3
15003.0,505,116,23.0,516,109,21.1,531.0,107.0,20.2,515.0,88.0,17.1,547.0,77.0,14.1,590.0,79.0,13.4,534.0,59.0,11.0
15081.0,114,13,11.4,132,17,12.9,125.0,14.0,11.2,125.0,12.0,9.6,117.0,5.0,4.3,139.0,14.0,10.1,163.0,9.0,5.5
15082.0,289,55,19.0,258,36,14.0,308.0,29.0,9.4,343.0,30.0,8.7,333.0,37.0,11.1,385.0,40.0,10.4,390.0,34.0,8.7
15083.0,202,23,11.4,228,37,16.2,266.0,38.0,14.3,239.0,33.0,13.8,344.0,35.0,10.2,383.0,50.0,13.1,323.0,21.0,6.5
15084.0,306,45,14.7,394,75,19.0,379.0,77.0,20.3,381.0,56.0,14.7,357.0,55.0,15.4,355.0,31.0,8.7,403.0,35.0,8.7
15085.0,320,23,7.2,283,22,7.8,360.0,30.0,8.3,291.0,18.0,6.2,351.0,22.0,6.3,387.0,21.0,5.4,389.0,11.0,2.8
15086.0,144,19,13.2,154,20,13.0,226.0,34.0,15.0,182.0,33.0,18.1,147.0,15.0,10.2,157.0,24.0,15.3,212.0,14.0,6.6
15087.0,243,49,20.2,275,41,14.9,306.0,45.0,14.7,231.0,28.0,12.1,275.0,41.0,14.9,267.0,30.0,11.2,311.0,28.0,9.0
15088.0,282,55,19.5,333,77,23.1,398.0,92.0,23.1,371.0,66.0,17.8,363.0,78.0,21.5,374.0,54.0,14.4,352.0,37.0,10.5
15089.0,251,17,6.8,288,24,8.3,277.0,27.0,9.7,307.0,34.0,11.1,296.0,21.0,7.1,338.0,31.0,9.2,365.0,24.0,6.6
15090.0,186,17,9.1,208,22,10.6,190.0,40.0,21.1,164.0,24.0,14.6,215.0,13.0,6.0,223.0,7.0,3.1,241.0,14.0,5.8
15091.0,200,27,13.5,180,29,16.1,207.0,35.0,16.9,249.0,36.0,14.5,258.0,25.0,9.7,233.0,21.0,9.0,259.0,32.0,12.4
16051.0,627,150,23.9,603,136,22.6,534.0,114.0,21.3,378.0,69.0,18.3,324.0,49.0,15.1,338.0,44.0,13.0,309.0,40.0,12.9
16052.0,255,65,25.5,248,49,19.8,296.0,52.0,17.6,179.0,31.0,17.3,204.0,17.0,8.3,178.0,13.0,7.3,146.0,15.0,10.3
16053.0,205,55,26.8,166,41,24.7,151.0,32.0,21.2,147.0,39.0,26.5,130.0,29.0,22.3,160.0,25.0,15.6,121.0,15.0,12.4
16054.0,75,36,48.0,65,17,26.2,44.0,14.0,31.8,59.0,20.0,33.9,78.0,11.0,14.1,55.0,3.0,5.5,46.0,3.0,6.5
16055.0,140,35,25.0,168,26,15.5,150.0,25.0,16.7,101.0,25.0,24.8,113.0,14.0,12.4,152.0,18.0,11.8,122.0,15.0,12.3
16056.0,114,18,15.8,118,23,19.5,105.0,20.0,19.0,72.0,13.0,18.1,82.0,21.0,25.6,53.0,7.0,13.2,53.0,9.0,17.0
16061.0,99,20,20.2,145,31,21.4,109.0,25.0,22.9,102.0,19.0,18.6,74.0,15.0,20.3,74.0,5.0,6.8,86.0,6.0,7.0
16062.0,139,25,18.0,151,33,21.9,154.0,19.0,12.3,153.0,21.0,13.7,140.0,20.0,14.3,169.0,7.0,4.1,130.0,8.0,6.2
16063.0,108,30,27.8,118,26,22.0,117.0,21.0,17.9,127.0,23.0,18.1,100.0,10.0,10.0,104.0,10.0,9.6,88.0,4.0,4.5
16064.0,171,18,10.5,202,36,17.8,108.0,11.0,10.2,7.0,0.0,0.0,47.0,1.0,2.1,80.0,6.0,7.5,96.0,11.0,11.5
16065.0,161,23,14.3,193,39,20.2,163.0,26.0,16.0,84.0,8.0,9.5,76.0,4.0,5.3,89.0,3.0,3.4,89.0,16.0,18.0
16066.0,192,29,15.1,173,17,9.8,172.0,31.0,18.0,143.0,16.0,11.2,135.0,19.0,14.1,157.0,7.0,4.5,110.0,8.0,7.3
16067.0,178,37,20.8,182,45,24.7,189.0,40.0,21.2,155.0,29.0,18.7,112.0,20.0,17.9,105.0,11.0,10.5,106.0,9.0,8.5
16068.0,90,11,12.2,117,14,12.0,115.0,26.0,22.6,78.0,7.0,9.0,63.0,3.0,4.8,64.0,4.0,6.3,62.0,1.0,1.6
16069.0,91,21,23.1,75,10,13.3,93.0,7.0,7.5,67.0,3.0,4.5,96.0,32.0,33.3,64.0,6.0,9.4,68.0,6.0,8.8
16070.0,121,12,9.9,136,14,10.3,166.0,23.0,13.9,146.0,28.0,19.2,110.0,13.0,11.8,132.0,9.0,6.8,88.0,10.0,11.4
16071.0,142,23,16.2,104,22,21.2,117.0,19.0,16.2,73.0,8.0,11.0,105.0,14.0,13.3,126.0,15.0,11.9,103.0,10.0,9.7
16072.0,86,16,18.6,111,19,17.1,102.0,22.0,21.6,67.0,13.0,19.4,64.0,0.0,0.0,25.0,14.0,56.0,28.0,5.0,17.9
16073.0,237,44,18.6,191,21,11.0,173.0,23.0,13.3,158.0,18.0,11.4,184.0,11.0,6.0,63.0,2.0,3.2,88.0,4.0,4.5
16074.0,90,8,8.9,114,12,10.5,95.0,22.0,23.2,84.0,26.0,31.0,79.0,11.0,13.9,89.0,8.0,9.0,101.0,8.0,7.9
16075.0,130,32,24.6,142,20,14.1,120.0,27.0,22.5,85.0,22.0,25.9,106.0,14.0,13.2,50.0,0.0,0.0,77.0,12.0,15.6
16076.0,138,35,25.4,140,38,27.1,140.0,20.0,14.3,114.0,23.0,20.2,121.0,6.0,5.0,132.0,15.0,11.4,93.0,3.0,3.2
16077.0,206,25,12.1,163,22,13.5,169.0,44.0,26.0,172.0,27.0,15.7,176.0,13.0,7.4,178.0,19.0,10.7,135.0,10.0,7.4
