,region,subregion,eligible_voters_19,eligible_voters_14,voters_19,voters_14,invalid_19,invalid_14,valid_19,valid_14,afd_19,afd_14,nr,state,state_abbrev,2013,2014,2015,2016,2017,2018,_merge
262,Passau,9.0,38257.0,38468.0,22466.0,14490.0,55.0,48.0,22411.0,14442.0,1824.0,1156.0,271.,Bayern,LK,"6,25","6,34","6,47",6.67,6.7,6.76,both
263,Passau,9.0,38257.0,38468.0,22466.0,14490.0,55.0,48.0,22411.0,14442.0,1824.0,1156.0,272.,Bayern,KS,"8,82","8,86","9,22",9.56,9.85,9.76,both
264,Passau,9.0,150646.0,149285.0,79632.0,45962.0,185.0,162.0,79447.0,45800.0,8401.0,3625.0,271.,Bayern,LK,"6,25","6,34","6,47",6.67,6.7,6.76,both
265,Passau,9.0,150646.0,149285.0,79632.0,45962.0,185.0,162.0,79447.0,45800.0,8401.0,3625.0,272.,Bayern,KS,"8,82","8,86","9,22",9.56,9.85,9.76,both
266,Straubing,9.0,34121.0,34667.0,17101.0,11029.0,68.0,51.0,17033.0,10978.0,1993.0,804.0,347.,Bayern,KS,"9,99","10,19","10,23",11.5,11.6,11.69,both
267,Deggendorf,9.0,91964.0,91418.0,47103.0,27570.0,109.0,93.0,46994.0,27477.0,5359.0,2348.0,67.,Bayern,LK,"6,92","6,89","6,99",7.28,7.58,7.45,both
268,Freyung-Grafenau,9.0,63757.0,63709.0,31715.0,16875.0,76.0,58.0,31639.0,16817.0,3627.0,1235.0,108.,Bayern,LK,"5,58","5,77","5,91",6.08,6.14,6.13,both
269,Kelheim,9.0,88551.0,87352.0,53127.0,32825.0,136.0,108.0,52991.0,32717.0,4731.0,2022.0,170.,Bayern,LK,"6,66","6,62","6,56",6.58,6.6,6.55,both
270,Regen,9.0,62104.0,62610.0,29571.0,16498.0,74.0,69.0,29497.0,16429.0,3936.0,1501.0,285.,Bayern,LK,"6,03","6,02","6,1",6.32,6.55,6.57,both
271,Rottal-Inn,9.0,92148.0,91946.0,50147.0,30433.0,141.0,141.0,50006.0,30292.0,4664.0,2231.0,309.,Bayern,LK,"5,81","5,76","5,85",6.07,6.31,6.59,both
272,Straubing-Bogen,9.0,77829.0,76667.0,45784.0,30366.0,106.0,90.0,45678.0,30276.0,4828.0,1796.0,348.,Bayern,LK,"5,09","5,17","5,06",5.26,5.37,5.38,both
273,Dingolfing-Landau,9.0,71333.0,71650.0,38793.0,25503.0,107.0,92.0,38686.0,25411.0,4382.0,1648.0,72.,Bayern,LK,"6,03","6,04","6,1",6.16,6.37,6.45,both
274,Amberg,9.0,32373.0,33217.0,16912.0,11512.0,68.0,38.0,16844.0,11474.0,1842.0,1096.0,10.,Bayern,KS,"9,15","9,14","9,43",10.31,10.25,10.1,both
275,Regensburg,9.0,106300.0,103432.0,64366.0,41675.0,120.0,94.0,64246.0,41581.0,4576.0,3162.0,286.,Bayern,LK,"5,57","5,66","5,79",6.0,5.97,5.84,both
276,Regensburg,9.0,106300.0,103432.0,64366.0,41675.0,120.0,94.0,64246.0,41581.0,4576.0,3162.0,287.,Bayern,KS,"9,86","9,75","9,91",10.12,9.91,9.53,both
277,Regensburg,9.0,147691.0,146252.0,92345.0,61865.0,264.0,256.0,92081.0,61609.0,8832.0,4449.0,286.,Bayern,LK,"5,57","5,66","5,79",6.0,5.97,5.84,both
278,Regensburg,9.0,147691.0,146252.0,92345.0,61865.0,264.0,256.0,92081.0,61609.0,8832.0,4449.0,287.,Bayern,KS,"9,86","9,75","9,91",10.12,9.91,9.53,both
279,Weiden i.d.OPf.,9.0,32545.0,33246.0,17022.0,11551.0,61.0,46.0,16961.0,11505.0,1818.0,1216.0,378.,Bayern,KS,"10,74","10,95","11,08",11.58,11.74,11.43,both
280,Amberg-Sulzbach,9.0,81933.0,82522.0,49404.0,33538.0,168.0,153.0,49236.0,33385.0,4705.0,2365.0,11.,Bayern,LK,"5,52","5,71","5,86",6.08,6.17,6.0,both
281,Cham,9.0,102050.0,102140.0,54266.0,31749.0,125.0,137.0,54141.0,31612.0,6546.0,2192.0,54.,Bayern,LK,"5,88","5,97","5,89",6.04,6.07,6.08,both
282,Neumarkt i.d.OPf.,9.0,101502.0,99620.0,63990.0,42576.0,144.0,139.0,63846.0,42437.0,5406.0,2874.0,234.,Bayern,LK,5,"5,2","5,23",5.39,5.42,5.36,both
283,Neustadt a.d.Waldnaab,9.0,75822.0,76683.0,44479.0,31408.0,147.0,145.0,44332.0,31263.0,4367.0,2408.0,238.,Bayern,LK,"5,58","5,79","5,98",6.37,6.58,6.69,both
284,Schwandorf,9.0,114507.0,114360.0,63717.0,41070.0,184.0,163.0,63533.0,40907.0,7421.0,3001.0,326.,Bayern,LK,"6,79","6,83","6,93",7.03,7.23,7.32,both
285,Tirschenreuth,9.0,58961.0,60297.0,34674.0,24073.0,109.0,96.0,34565.0,23977.0,2914.0,1416.0,354.,Bayern,LK,"5,77","5,66","5,69",5.87,5.92,5.96,both
286,Bamberg,9.0,55702.0,55010.0,33617.0,22127.0,93.0,81.0,33524.0,22046.0,2621.0,1550.0,26.,Bayern,LK,"6,02","6,03","5,98",6.15,6.13,6.0,both
287,Bamberg,9.0,55702.0,55010.0,33617.0,22127.0,93.0,81.0,33524.0,22046.0,2621.0,1550.0,27.,Bayern,KS,"8,66","8,54","8,31",8.61,8.51,8.12,both
288,Bamberg,9.0,116313.0,115598.0,70364.0,46669.0,177.0,190.0,70187.0,46479.0,7933.0,3186.0,26.,Bayern,LK,"6,02","6,03","5,98",6.15,6.13,6.0,both
289,Bamberg,9.0,116313.0,115598.0,70364.0,46669.0,177.0,190.0,70187.0,46479.0,7933.0,3186.0,27.,Bayern,KS,"8,66","8,54","8,31",8.61,8.51,8.12,both
290,Bayreuth,9.0,57162.0,57280.0,32379.0,21750.0,74.0,83.0,32305.0,21667.0,2426.0,1757.0,30.,Bayern,LK,"6,13","6,19","6,3",6.38,6.45,6.33,both
291,Bayreuth,9.0,57162.0,57280.0,32379.0,21750.0,74.0,83.0,32305.0,21667.0,2426.0,1757.0,31.,Bayern,KS,"9,41","9,27","9,16",9.72,9.92,9.74,both
292,Bayreuth,9.0,84304.0,85177.0,50453.0,34697.0,135.0,120.0,50318.0,34577.0,4269.0,2556.0,30.,Bayern,LK,"6,13","6,19","6,3",6.38,6.45,6.33,both
293,Bayreuth,9.0,84304.0,85177.0,50453.0,34697.0,135.0,120.0,50318.0,34577.0,4269.0,2556.0,31.,Bayern,KS,"9,41","9,27","9,16",9.72,9.92,9.74,both
294,Coburg,9.0,31595.0,32359.0,17848.0,12559.0,57.0,33.0,17791.0,12526.0,1352.0,995.0,57.,Bayern,LK,"7,94","7,88","7,75",7.73,7.69,7.7,both
295,Coburg,9.0,31595.0,32359.0,17848.0,12559.0,57.0,33.0,17791.0,12526.0,1352.0,995.0,58.,Bayern,KS,"9,7","9,48","9,31",9.3,9.31,9.34,both
296,Coburg,9.0,69832.0,70794.0,40006.0,28104.0,112.0,100.0,39894.0,28004.0,3555.0,2053.0,57.,Bayern,LK,"7,94","7,88","7,75",7.73,7.69,7.7,both
297,Coburg,9.0,69832.0,70794.0,40006.0,28104.0,112.0,100.0,39894.0,28004.0,3555.0,2053.0,58.,Bayern,KS,"9,7","9,48","9,31",9.3,9.31,9.34,both
298,Hof,9.0,33055.0,34221.0,16489.0,11294.0,54.0,54.0,16435.0,11240.0,1926.0,1075.0,154.,Bayern,LK,"8,6","8,74","8,74",8.93,8.89,8.89,both
299,Hof,9.0,33055.0,34221.0,16489.0,11294.0,54.0,54.0,16435.0,11240.0,1926.0,1075.0,155.,Bayern,KS,"13,39","13,49","13,62",13.96,14.18,14.02,both
300,Hof,9.0,76879.0,79214.0,43751.0,32049.0,124.0,132.0,43627.0,31917.0,4528.0,2381.0,154.,Bayern,LK,"8,6","8,74","8,74",8.93,8.89,8.89,both
301,Hof,9.0,76879.0,79214.0,43751.0,32049.0,124.0,132.0,43627.0,31917.0,4528.0,2381.0,155.,Bayern,KS,"13,39","13,49","13,62",13.96,14.18,14.02,both
302,Forchheim,9.0,90648.0,89698.0,57875.0,39835.0,143.0,130.0,57732.0,39705.0,4968.0,2874.0,101.,Bayern,LK,"5,88","5,9","5,95",6.07,6.18,6.05,both
303,Kronach,9.0,54955.0,56593.0,31142.0,21125.0,114.0,145.0,31028.0,20980.0,2896.0,1286.0,179.,Bayern,LK,"6,86","6,87","6,91",6.89,6.93,6.93,both
304,Kulmbach,9.0,58900.0,60402.0,33827.0,23288.0,105.0,87.0,33722.0,23201.0,3218.0,1915.0,180.,Bayern,LK,"7,39","7,39","7,45",7.5,7.59,7.41,both
305,Lichtenfels,9.0,53699.0,54645.0,30999.0,21779.0,108.0,83.0,30891.0,21696.0,3062.0,1525.0,193.,Bayern,LK,"7,01","7,06","7,15",7.3,7.36,7.3,both
306,Wunsiedel i.Fichtelgebirge,9.0,58033.0,60370.0,31669.0,22246.0,140.0,126.0,31529.0,22120.0,3428.0,1652.0,395.,Bayern,LK,"8,58","8,76","8,81",9.11,9.15,9.3,both
307,Ansbach,9.0,30644.0,31263.0,16542.0,11331.0,68.0,46.0,16474.0,11285.0,1683.0,882.0,14.,Bayern,LK,"5,46","5,56","5,65",5.93,6.1,6.17,both
308,Ansbach,9.0,30644.0,31263.0,16542.0,11331.0,68.0,46.0,16474.0,11285.0,1683.0,882.0,15.,Bayern,KS,"9,31","9,57","9,99",10.66,10.56,10.52,both
309,Ansbach,9.0,140434.0,139801.0,83057.0,55113.0,228.0,194.0,82829.0,54919.0,6957.0,3988.0,14.,Bayern,LK,"5,46","5,56","5,65",5.93,6.1,6.17,both
310,Ansbach,9.0,140434.0,139801.0,83057.0,55113.0,228.0,194.0,82829.0,54919.0,6957.0,3988.0,15.,Bayern,KS,"9,31","9,57","9,99",10.66,10.56,10.52,both
311,Erlangen,9.0,77514.0,77383.0,51535.0,37320.0,113.0,88.0,51422.0,37232.0,3041.0,2473.0,94.,Bayern,KS,"5,99","5,99","6,12",6.62,6.87,6.88,both
312,Fürth,9.0,86896.0,86007.0,49124.0,31368.0,172.0,145.0,48952.0,31223.0,4348.0,2542.0,112.,Bayern,LK,"5,78","5,95","6,17",6.41,6.48,6.32,both
313,Fürth,9.0,86896.0,86007.0,49124.0,31368.0,172.0,145.0,48952.0,31223.0,4348.0,2542.0,113.,Bayern,KS,"10,79","10,88","11,26",11.71,11.91,11.83,both
314,Fürth,9.0,91862.0,90790.0,59550.0,40010.0,154.0,140.0,59396.0,39870.0,5563.0,3442.0,112.,Bayern,LK,"5,78","5,95","6,17",6.41,6.48,6.32,both
315,Fürth,9.0,91862.0,90790.0,59550.0,40010.0,154.0,140.0,59396.0,39870.0,5563.0,3442.0,113.,Bayern,KS,"10,79","10,88","11,26",11.71,11.91,11.83,both
316,Nürnberg,9.0,342881.0,349601.0,201242.0,143804.0,590.0,811.0,200652.0,142993.0,17661.0,12070.0,248.,Bayern,KS,"10,42","10,52","10,8",11.58,11.93,12.01,both
317,Schwabach,9.0,30044.0,30006.0,17944.0,12459.0,75.0,52.0,17869.0,12407.0,1508.0,1028.0,323.,Bayern,KS,"7,65","7,57","7,86",8.0,8.08,7.86,both
318,Erlangen-Höchstadt,9.0,103993.0,102993.0,69148.0,48417.0,183.0,154.0,68965.0,48263.0,5296.0,3671.0,95.,Bayern,LK,"4,63","4,76","4,81",4.93,4.99,4.99,both
319,Nürnberger Land,9.0,130181.0,129375.0,84954.0,57895.0,220.0,233.0,84734.0,57662.0,7088.0,4275.0,249.,Bayern,LK,"6,21","6,42","6,64",6.83,6.84,6.72,both
320,Neustadt a.d.Aisch-Bad Windsheim,9.0,77458.0,77421.0,47420.0,33005.0,165.0,141.0,47255.0,32864.0,3787.0,2111.0,237.,Bayern,LK,"6,08","6,25","6,28",6.6,6.84,6.78,both
321,Roth,9.0,98021.0,97193.0,61851.0,41456.0,173.0,167.0,61678.0,41289.0,5260.0,2999.0,308.,Bayern,LK,"5,5","5,6","5,72",5.78,5.75,5.59,both
322,Weißenburg-Gunzenhausen,9.0,72142.0,72500.0,42249.0,29964.0,140.0,138.0,42109.0,29826.0,3206.0,2058.0,382.,Bayern,LK,"6,67","6,69","6,75",7.04,7.1,7.16,both
323,Aschaffenburg,9.0,50032.0,49917.0,28272.0,17112.0,146.0,123.0,28126.0,16989.0,2517.0,1443.0,16.,Bayern,LK,"6,75","6,79","6,84",7.02,7.14,7.23,both
324,Aschaffenburg,9.0,50032.0,49917.0,28272.0,17112.0,146.0,123.0,28126.0,16989.0,2517.0,1443.0,17.,Bayern,KS,"10,64","10,57","10,56",10.85,10.99,11.4,both
325,Aschaffenburg,9.0,133359.0,134223.0,83199.0,53199.0,393.0,349.0,82806.0,52850.0,7486.0,4404.0,16.,Bayern,LK,"6,75","6,79","6,84",7.02,7.14,7.23,both
326,Aschaffenburg,9.0,133359.0,134223.0,83199.0,53199.0,393.0,349.0,82806.0,52850.0,7486.0,4404.0,17.,Bayern,KS,"10,64","10,57","10,56",10.85,10.99,11.4,both
327,Schweinfurt,9.0,37301.0,38947.0,18077.0,13598.0,83.0,91.0,17994.0,13507.0,2078.0,989.0,328.,Bayern,LK,"4,81","4,92","5,03",5.06,5.06,5.12,both
328,Schweinfurt,9.0,37301.0,38947.0,18077.0,13598.0,83.0,91.0,17994.0,13507.0,2078.0,989.0,329.,Bayern,KS,"9,67","9,96","10,23",10.33,10.72,10.67,both
329,Schweinfurt,9.0,91257.0,91692.0,57003.0,40853.0,198.0,209.0,56805.0,40644.0,5026.0,2708.0,328.,Bayern,LK,"4,81","4,92","5,03",5.06,5.06,5.12,both
330,Schweinfurt,9.0,91257.0,91692.0,57003.0,40853.0,198.0,209.0,56805.0,40644.0,5026.0,2708.0,329.,Bayern,KS,"9,67","9,96","10,23",10.33,10.72,10.67,both
331,Würzburg,9.0,98961.0,99770.0,62514.0,41643.0,150.0,133.0,62364.0,41510.0,3692.0,2895.0,397.,Bayern,LK,"5,15","5,19","5,31",5.38,5.4,5.44,both
332,Würzburg,9.0,98961.0,99770.0,62514.0,41643.0,150.0,133.0,62364.0,41510.0,3692.0,2895.0,398.,Bayern,KS,"7,01",7,"7,08",7.55,7.74,7.86,both
333,Würzburg,9.0,127271.0,127059.0,86646.0,60414.0,259.0,250.0,86387.0,60164.0,5991.0,4124.0,397.,Bayern,LK,"5,15","5,19","5,31",5.38,5.4,5.44,both
334,Würzburg,9.0,127271.0,127059.0,86646.0,60414.0,259.0,250.0,86387.0,60164.0,5991.0,4124.0,398.,Bayern,KS,"7,01",7,"7,08",7.55,7.74,7.86,both
335,Bad Kissingen,9.0,83393.0,84410.0,50100.0,35211.0,177.0,177.0,49923.0,35034.0,4524.0,2347.0,22.,Bayern,LK,"6,19","6,2","6,24",6.38,6.49,6.56,both
336,Rhön-Grabfeld,9.0,63683.0,64780.0,37849.0,26640.0,151.0,135.0,37698.0,26505.0,2850.0,1370.0,303.,Bayern,LK,"5,34","5,33","5,2",5.5,5.73,5.88,both
337,Haßberge,9.0,68076.0,68335.0,41409.0,29204.0,141.0,119.0,41268.0,29085.0,3867.0,1396.0,137.,Bayern,LK,"6,39","6,54","6,39",6.57,6.71,6.75,both
338,Kitzingen,9.0,69339.0,69555.0,42702.0,30027.0,128.0,124.0,42574.0,29903.0,3447.0,1688.0,173.,Bayern,LK,"6,31","6,52","6,56",6.63,6.73,6.77,both
339,Miltenberg,9.0,95625.0,96324.0,57058.0,37507.0,281.0,222.0,56777.0,37285.0,4661.0,2355.0,223.,Bayern,LK,"7,78","7,87","7,92",8.13,8.24,8.16,both
340,Main-Spessart,9.0,99845.0,101181.0,63090.0,42611.0,237.0,201.0,62853.0,42410.0,4917.0,3342.0,206.,Bayern,LK,"5,37","5,33","5,4",5.52,5.6,5.62,both
341,Augsburg,9.0,190297.0,188472.0,105747.0,68429.0,363.0,267.0,105384.0,68162.0,9421.0,7078.0,18.,Bayern,LK,"6,16","6,25","6,38",6.51,6.55,6.49,both
342,Augsburg,9.0,190297.0,188472.0,105747.0,68429.0,363.0,267.0,105384.0,68162.0,9421.0,7078.0,19.,Bayern,KS,"11,04","10,89","10,92",11.21,11.26,10.96,both
343,Augsburg,9.0,188792.0,185425.0,113784.0,74330.0,345.0,313.0,113439.0,74017.0,10529.0,7764.0,18.,Bayern,LK,"6,16","6,25","6,38",6.51,6.55,6.49,both
344,Augsburg,9.0,188792.0,185425.0,113784.0,74330.0,345.0,313.0,113439.0,74017.0,10529.0,7764.0,19.,Bayern,KS,"11,04","10,89","10,92",11.21,11.26,10.96,both
345,Kaufbeuren,9.0,31409.0,31430.0,16454.0,11037.0,52.0,40.0,16402.0,10997.0,1676.0,1076.0,169.,Bayern,KS,"10,66","10,55","10,35",10.7,10.84,10.73,both
346,Kempten (Allgäu),9.0,48801.0,48210.0,27480.0,17296.0,110.0,65.0,27370.0,17231.0,2545.0,1865.0,171.,Bayern,KS,"10,33","10,16","9,96",10.21,10.15,10.15,both
347,Memmingen,9.0,29480.0,29910.0,16907.0,11160.0,95.0,54.0,16812.0,11106.0,1683.0,1231.0,219.,Bayern,KS,"10,49","10,17","10,24",10.43,10.3,10.11,both
348,Aichach-Friedberg,9.0,101054.0,98943.0,63818.0,40818.0,175.0,130.0,63643.0,40688.0,6036.0,4032.0,3.,Bayern,LK,"5,27","5,19","5,17",5.58,5.62,5.61,both
349,Dillingen a.d.Donau,9.0,72685.0,72224.0,39769.0,26453.0,109.0,103.0,39660.0,26350.0,4457.0,2060.0,71.,Bayern,LK,"6,48","6,55","6,64",6.68,6.7,6.68,both
350,Günzburg,9.0,90250.0,89371.0,48920.0,31431.0,139.0,117.0,48781.0,31314.0,5322.0,3264.0,128.,Bayern,LK,"6,66","6,82","7,23",7.43,7.46,7.34,both
351,Neu-Ulm,9.0,124023.0,122776.0,69347.0,45719.0,248.0,190.0,69099.0,45529.0,6965.0,4909.0,240.,Bayern,LK,"6,94","6,99","7,16",7.37,7.36,7.41,both
352,Lindau (Bodensee),9.0,60124.0,59362.0,37133.0,23694.0,120.0,101.0,37013.0,23593.0,2454.0,1616.0,195.,Bayern,LK,"7,63","7,51","7,42",7.51,7.65,7.62,both
353,Ostallgäu,9.0,106144.0,103730.0,65320.0,42411.0,195.0,173.0,65125.0,42238.0,4789.0,3412.0,266.,Bayern,LK,"6,31","6,24","6,18",6.31,6.34,6.3,both
354,Unterallgäu,9.0,108873.0,106402.0,64090.0,41387.0,174.0,210.0,63916.0,41177.0,6401.0,3961.0,365.,Bayern,LK,"6,03","5,97","5,87",6.08,6.19,6.1,both
355,Donau-Ries,9.0,100343.0,99971.0,59240.0,40570.0,172.0,159.0,59068.0,40411.0,4828.0,3146.0,74.,Bayern,LK,"5,17","5,16","5,24",5.65,5.67,5.65,both
356,Oberallgäu,9.0,119411.0,117420.0,76793.0,49173.0,244.0,186.0,76549.0,48987.0,5473.0,4031.0,250.,Bayern,LK,"6,69","6,62","6,49",6.56,6.48,6.43,both
357,Regionalverband Saarbrücken,10.0,243243.0,251551.0,149551.0,121445.0,2471.0,2797.0,147080.0,118648.0,13599.0,8342.0,289.,Saarland,SV,"14,13","14,17","14,24",14.34,14.42,14.52,both
358,Merzig-Wadern,10.0,79282.0,81279.0,55222.0,49068.0,1303.0,1708.0,53919.0,47360.0,4792.0,2888.0,220.,Saarland,LK,"9,8","9,66","9,42",9.25,9.14,9.15,both
359,Neunkirchen,10.0,105049.0,109755.0,68364.0,56433.0,1516.0,1826.0,66848.0,54607.0,7115.0,3944.0,236.,Saarland,LK,"11,96","12,07","12,17",12.09,11.96,12.12,both
360,Saarlouis,10.0,153711.0,158330.0,103631.0,85962.0,2441.0,3022.0,101190.0,82940.0,9825.0,5532.0,315.,Saarland,LK,"9,81","9,92","9,96",9.94,9.79,9.93,both
361,Saarpfalz-Kreis,10.0,113837.0,117837.0,78970.0,67638.0,1649.0,2306.0,77321.0,65332.0,8556.0,4799.0,316.,Saarland,LK,"9,08","9,21","9,21",9.16,9.06,9.11,both
362,St. Wendel,10.0,72330.0,74441.0,53802.0,48723.0,1396.0,2036.0,52406.0,46687.0,4170.0,2743.0,340.,Saarland,LK,"7,87","8,01","7,98",7.86,7.79,7.86,both
363,Berlin,11.0,2508435.0,2519758.0,1520678.0,1177832.0,13321.0,18166.0,1507357.0,1159666.0,149177.0,91759.0,34.,Berlin,KS,"13,12","13,02","12,99",12.74,12.63,12.42,both
364,Brandenburg an der Havel,12.0,58801.0,60560.0,28624.0,22078.0,440.0,649.0,28184.0,21429.0,4909.0,1671.0,46.,Brandenburg,KS,"15,36","15,69","15,97",16.05,15.91,15.72,both
365,Cottbus,12.0,78559.0,82908.0,45012.0,33305.0,717.0,732.0,44295.0,32573.0,10911.0,3175.0,61.,Brandenburg,KS,"11,08","11,21","11,2",11.41,11.65,11.39,both
366,Frankfurt (Oder),12.0,44982.0,47810.0,22986.0,19836.0,341.0,451.0,22645.0,19385.0,4698.0,2482.0,103.,Brandenburg,KS,"12,77","12,72","12,7",12.75,12.64,12.61,both
367,Potsdam,12.0,135094.0,128782.0,86270.0,63897.0,719.0,961.0,85551.0,62936.0,9322.0,4544.0,279.,Brandenburg,KS,"9,24","9,14","9,14",9.09,8.99,8.92,both
368,Barnim,12.0,151574.0,148233.0,88868.0,66884.0,1434.0,1571.0,87434.0,65313.0,17216.0,5429.0,28.,Brandenburg,LK,"9,84","9,74","9,7",9.73,9.6,9.55,both
369,Dahme-Spreewald,12.0,136836.0,134573.0,86332.0,68953.0,1639.0,2069.0,84693.0,66884.0,17545.0,6041.0,64.,Brandenburg,LK,"9,52","9,59","9,6",9.67,9.44,9.19,both
370,Elbe-Elster,12.0,86352.0,91556.0,51949.0,46495.0,1212.0,1957.0,50737.0,44538.0,12538.0,3226.0,86.,Brandenburg,LK,"8,51","8,61","8,67",8.91,8.92,8.99,both
371,Havelland,12.0,131243.0,127809.0,78129.0,58800.0,1091.0,1333.0,77038.0,57467.0,13798.0,5424.0,138.,Brandenburg,LK,"10,33","10,46","10,48",10.54,10.39,10.29,both
372,Märkisch-Oderland,12.0,159898.0,158572.0,95162.0,72311.0,1653.0,2075.0,93509.0,70236.0,19763.0,6227.0,215.,Brandenburg,LK,"9,88","10,02","9,88",10.03,9.87,9.84,both
373,Oberhavel,12.0,172533.0,169019.0,105536.0,79699.0,1600.0,1768.0,103936.0,77931.0,19441.0,7233.0,253.,Brandenburg,LK,"10,12","10,15","10,08",10.04,9.67,9.49,both
374,Oberspreewald-Lausitz,12.0,92588.0,98281.0,52558.0,45553.0,1167.0,1546.0,51391.0,44007.0,13596.0,3622.0,254.,Brandenburg,LK,"9,13","9,21","9,28",9.39,9.41,9.41,both
375,Oder-Spree,12.0,148367.0,150759.0,87721.0,74071.0,1583.0,2114.0,86138.0,71957.0,19212.0,7100.0,256.,Brandenburg,LK,"9,44","9,53","9,55",9.67,9.46,9.52,both
376,Ostprignitz-Ruppin,12.0,82700.0,84740.0,44207.0,35720.0,793.0,1036.0,43414.0,34684.0,7822.0,2323.0,269.,Brandenburg,LK,"11,79","11,96","11,99",12.45,12.46,12.27,both
377,Potsdam-Mittelmark,12.0,172790.0,168741.0,113815.0,89615.0,1823.0,2518.0,111992.0,87097.0,16468.0,6826.0,280.,Brandenburg,LK,"7,9","7,84","7,91",7.87,7.65,7.55,both
378,Prignitz,12.0,64169.0,67372.0,35814.0,28594.0,661.0,754.0,35153.0,27840.0,6730.0,1675.0,281.,Brandenburg,LK,"10,52","10,8","10,91",11.27,11.39,11.41,both
379,Spree-Neiße,12.0,96700.0,102604.0,59372.0,50375.0,1260.0,1832.0,58112.0,48543.0,17945.0,4634.0,339.,Brandenburg,LK,"8,87","9,07","9,12",9.34,9.34,9.38,both
380,Teltow-Fläming,12.0,135562.0,133945.0,81353.0,59484.0,1476.0,1679.0,79877.0,57805.0,15401.0,4921.0,353.,Brandenburg,LK,"10,81","10,88","10,93",10.79,10.63,10.54,both
381,Uckermark,12.0,99858.0,103892.0,54388.0,45439.0,1039.0,1518.0,53349.0,43921.0,11102.0,2818.0,360.,Brandenburg,LK,"9,57","9,85","9,85",10.24,10.29,10.23,both
382,Rostock,13.0,168169.0,169595.0,101031.0,69529.0,1356.0,1319.0,99675.0,68210.0,12351.0,5278.0,306.,Mecklenburg-Vorpommern,KS,"11,46","11,34","11,11",11.0,10.79,10.64,both
383,Schwerin,13.0,75984.0,77683.0,44832.0,35046.0,530.0,675.0,44302.0,34371.0,6986.0,2476.0,330.,Mecklenburg-Vorpommern,KS,"13,42","13,8","14,11",13.95,13.47,13.55,both
384,Mecklenburgische Seenplatte,13.0,215869.0,223761.0,119010.0,102925.0,2513.0,3819.0,116497.0,99106.0,22803.0,6087.0,217.,Mecklenburg-Vorpommern,LK,"10,5","10,73","10,38",10.43,10.35,10.32,both
385,Landkreis Rostock,13.0,175793.0,177347.0,107583.0,85498.0,2118.0,2734.0,105465.0,82764.0,18147.0,5551.0,185.,Mecklenburg-Vorpommern,LK,"10,05","10,09","9,7",10.01,9.91,9.84,both
386,Vorpommern-Rügen,13.0,185938.0,190192.0,103257.0,85889.0,2437.0,3254.0,100820.0,82635.0,19721.0,6643.0,372.,Mecklenburg-Vorpommern,LK,"10,72","11,02","10,72",10.95,10.88,10.92,both
387,Nordwestmecklenburg,13.0,127880.0,129198.0,77174.0,62945.0,1722.0,2228.0,75452.0,60717.0,11945.0,4147.0,246.,Mecklenburg-Vorpommern,LK,"10,2","10,33","10,33",10.51,10.5,10.48,both
388,Vorpommern-Greifswald,13.0,193787.0,199588.0,111752.0,96207.0,2550.0,3710.0,109202.0,92497.0,23749.0,7254.0,371.,Mecklenburg-Vorpommern,LK,"9,78","9,96","9,54",9.73,9.71,10.02,both
389,Ludwigslust-Parchim,13.0,172741.0,177406.0,104441.0,91000.0,2239.0,3347.0,102202.0,87653.0,17503.0,5112.0,202.,Mecklenburg-Vorpommern,LK,"9,59","9,86","9,74",10.0,10.11,10.19,both
390,Chemnitz,14.0,193089.0,200626.0,120497.0,89204.0,1542.0,1580.0,118955.0,87624.0,27980.0,8508.0,55.,Sachsen,KS,"10,22","10,66","11,15",11.39,11.57,11.78,both
391,Erzgebirgskreis,14.0,283006.0,299341.0,182031.0,154945.0,4611.0,5962.0,177420.0,148983.0,49827.0,16912.0,96.,Sachsen,LK,"6,85","7,42","7,85",7.99,8.15,8.09,both
392,Mittelsachsen,14.0,251968.0,266103.0,161854.0,137384.0,3457.0,4679.0,158397.0,132705.0,45066.0,12489.0,225.,Sachsen,LK,"8,14","8,51","8,89",9.18,9.31,9.19,both
393,Vogtlandkreis,14.0,189613.0,200127.0,115940.0,96630.0,2524.0,3140.0,113416.0,93490.0,27082.0,9510.0,370.,Sachsen,LK,"9,35",10,"10,39",10.41,10.43,10.24,both
394,Zwickau,14.0,264125.0,279269.0,159475.0,129666.0,3549.0,4069.0,155926.0,125597.0,37609.0,12066.0,401.,Sachsen,LK,"8,62","9,18","9,58",9.79,9.9,9.79,both
395,Dresden,14.0,428979.0,431526.0,294298.0,232079.0,2881.0,3648.0,291417.0,228431.0,57588.0,21693.0,77.,Sachsen,KS,"8,91","8,95","9,25",9.43,9.39,9.27,both
396,Bautzen,14.0,249292.0,260686.0,162461.0,136092.0,4072.0,4573.0,158389.0,131519.0,50797.0,14230.0,29.,Sachsen,LK,"7,14","7,45","7,77",8.01,8.11,8.1,both
397,Görlitz,14.0,209406.0,221577.0,132908.0,110824.0,3264.0,4163.0,129644.0,106661.0,41988.0,12584.0,121.,Sachsen,LK,"7,61","8,04","8,33",8.67,8.86,8.94,both
398,Meißen,14.0,199321.0,205737.0,128305.0,104260.0,2606.0,3174.0,125699.0,101086.0,39018.0,12292.0,218.,Sachsen,LK,"8,02","8,35","8,62",8.93,9.01,9.05,both
